Location,Date,Sentiments
maharashtra,2020-03-31,0
maharashtra,2020-03-31,1
gujarat,2020-03-31,0
gujarat,2020-03-31,0
gujarat,2020-03-31,1
kerala,2020-03-31,-1
uttar pradesh,2020-03-31,-1
kerala,2020-03-31,1
maharashtra,2020-03-31,-1
tamil nadu,2020-03-31,1
delhi,2020-03-31,1
delhi,2020-03-31,0
delhi,2020-03-31,1
assam,2020-03-31,-1
delhi,2020-03-31,-1
tamil nadu,2020-03-31,0
gujarat,2020-03-31,1
chandigarh,2020-03-31,0
odisha,2020-03-31,1
uttar pradesh,2020-03-31,-1
haryana,2020-03-31,1
chandigarh,2020-03-31,0
karnataka,2020-03-31,0
uttar pradesh,2020-03-31,0
goa,2020-03-31,0
tamil nadu,2020-03-31,1
tamil nadu,2020-03-31,0
chhattisgarh,2020-03-31,1
gujarat,2020-03-31,-1
karnataka,2020-03-31,-1
gujarat,2020-03-31,0
uttar pradesh,2020-03-31,1
uttar pradesh,2020-03-31,1
jharkhand,2020-03-31,0
tamil nadu,2020-03-31,0
west bengal,2020-03-31,1
delhi,2020-03-31,0
uttar pradesh,2020-03-31,0
gujarat,2020-03-31,1
delhi,2020-03-31,0
delhi,2020-03-31,0
rajasthan,2020-03-31,0
west bengal,2020-03-31,1
uttar pradesh,2020-03-31,0
karnataka,2020-03-31,1
delhi,2020-03-31,0
rajasthan,2020-03-31,0
goa,2020-03-31,-1
kerala,2020-03-31,0
chandigarh,2020-03-31,0
delhi,2020-03-31,-1
tamil nadu,2020-03-31,1
chandigarh,2020-03-31,0
gujarat,2020-03-31,0
delhi,2020-03-31,1
goa,2020-03-31,1
kerala,2020-03-31,-1
maharashtra,2020-03-31,1
bihar,2020-03-31,1
chandigarh,2020-03-31,-1
maharashtra,2020-03-31,-1
karnataka,2020-03-31,0
uttar pradesh,2020-03-31,0
madhya pradesh,2020-03-31,1
arunachal pradesh,2020-03-31,0
maharashtra,2020-03-31,-1
madhya pradesh,2020-03-31,0
andhra pradesh,2020-03-31,1
madhya pradesh,2020-03-31,-1
madhya pradesh,2020-03-31,1
madhya pradesh,2020-03-31,0
madhya pradesh,2020-03-31,1
madhya pradesh,2020-03-31,1
delhi,2020-03-31,1
karnataka,2020-03-31,1
gujarat,2020-03-31,1
delhi,2020-03-31,1
uttar pradesh,2020-03-31,1
uttar pradesh,2020-03-31,0
delhi,2020-03-31,0
uttar pradesh,2020-03-31,0
rajasthan,2020-03-31,-1
tamil nadu,2020-03-31,0
maharashtra,2020-03-31,1
rajasthan,2020-03-31,0
delhi,2020-03-31,0
delhi,2020-03-31,0
rajasthan,2020-03-31,0
odisha,2020-03-31,1
delhi,2020-03-31,-1
uttar pradesh,2020-03-31,1
himachal pradesh,2020-03-31,-1
chhattisgarh,2020-03-31,0
gujarat,2020-03-31,-1
gujarat,2020-03-31,-1
delhi,2020-03-31,1
rajasthan,2020-03-31,0
nagaland,2020-03-31,-1
chhattisgarh,2020-03-31,1
gujarat,2020-03-31,-1
uttar pradesh,2020-03-31,0
maharashtra,2020-03-31,1
west bengal,2020-03-31,0
gujarat,2020-03-31,0
punjab,2020-03-31,1
gujarat,2020-03-31,0
west bengal,2020-03-31,1
rajasthan,2020-03-31,0
delhi,2020-03-31,0
andhra pradesh,2020-03-31,0
rajasthan,2020-03-31,0
uttar pradesh,2020-03-31,-1
maharashtra,2020-03-31,0
odisha,2020-03-31,1
gujarat,2020-03-31,0
haryana,2020-03-31,1
assam,2020-03-31,1
karnataka,2020-03-31,-1
west bengal,2020-03-31,0
rajasthan,2020-03-31,1
delhi,2020-03-31,-1
andhra pradesh,2020-03-31,0
kerala,2020-03-31,1
kerala,2020-03-31,0
west bengal,2020-03-31,-1
haryana,2020-03-31,-1
chandigarh,2020-03-31,1
rajasthan,2020-03-31,1
odisha,2020-03-31,1
karnataka,2020-03-31,-1
uttar pradesh,2020-03-31,0
haryana,2020-03-31,1
andhra pradesh,2020-03-31,1
uttar pradesh,2020-03-31,-1
chhattisgarh,2020-03-31,1
haryana,2020-03-31,0
chhattisgarh,2020-03-31,0
haryana,2020-03-31,-1
tamil nadu,2020-03-31,-1
goa,2020-03-31,0
madhya pradesh,2020-03-31,0
bihar,2020-03-31,1
madhya pradesh,2020-03-31,1
tamil nadu,2020-03-31,1
haryana,2020-03-31,-1
madhya pradesh,2020-03-31,0
chandigarh,2020-03-31,1
goa,2020-03-31,-1
maharashtra,2020-03-31,1
gujarat,2020-03-31,1
punjab,2020-03-31,1
goa,2020-03-31,1
goa,2020-03-31,-1
uttar pradesh,2020-03-31,-1
madhya pradesh,2020-03-31,1
delhi,2020-03-31,1
andhra pradesh,2020-03-31,1
rajasthan,2020-03-31,0
delhi,2020-03-31,0
maharashtra,2020-03-31,0
chandigarh,2020-03-31,1
chandigarh,2020-03-31,1
karnataka,2020-03-31,-1
rajasthan,2020-03-31,0
delhi,2020-03-31,1
delhi,2020-03-31,-1
madhya pradesh,2020-03-31,0
rajasthan,2020-03-31,1
madhya pradesh,2020-03-31,-1
karnataka,2020-03-31,1
rajasthan,2020-03-31,0
gujarat,2020-03-31,-1
punjab,2020-03-31,1
jammu and kashmir,2020-03-31,1
goa,2020-03-31,0
chandigarh,2020-03-31,1
chandigarh,2020-03-31,1
maharashtra,2020-03-31,0
rajasthan,2020-03-31,1
gujarat,2020-03-31,1
delhi,2020-03-31,0
karnataka,2020-03-31,1
goa,2020-03-31,0
odisha,2020-03-31,0
gujarat,2020-03-31,-1
uttar pradesh,2020-03-31,1
delhi,2020-03-31,0
uttar pradesh,2020-03-31,0
maharashtra,2020-03-31,1
gujarat,2020-03-31,1
gujarat,2020-03-31,1
rajasthan,2020-03-31,0
delhi,2020-03-31,0
madhya pradesh,2020-03-31,1
delhi,2020-03-31,1
maharashtra,2020-03-31,-1
maharashtra,2020-03-31,0
gujarat,2020-03-31,1
kerala,2020-03-31,0
delhi,2020-03-31,1
tripura,2020-03-31,-1
tamil nadu,2020-03-31,0
chhattisgarh,2020-03-31,0
gujarat,2020-03-31,1
gujarat,2020-03-31,0
delhi,2020-03-31,0
gujarat,2020-03-31,1
maharashtra,2020-03-31,1
uttar pradesh,2020-03-31,1
gujarat,2020-03-31,1
haryana,2020-03-31,0
madhya pradesh,2020-03-31,0
delhi,2020-03-31,0
maharashtra,2020-03-31,0
punjab,2020-03-31,0
gujarat,2020-03-31,1
delhi,2020-03-31,1
tamil nadu,2020-03-31,0
gujarat,2020-03-31,0
gujarat,2020-03-31,-1
maharashtra,2020-03-31,-1
bihar,2020-03-31,0
gujarat,2020-03-31,1
delhi,2020-03-31,0
punjab,2020-03-31,-1
delhi,2020-03-31,0
gujarat,2020-03-31,0
delhi,2020-03-31,-1
kerala,2020-03-31,0
kerala,2020-03-31,-1
karnataka,2020-03-31,-1
bihar,2020-03-31,-1
maharashtra,2020-03-31,0
uttar pradesh,2020-03-31,0
odisha,2020-03-31,0
bihar,2020-03-31,1
punjab,2020-03-31,0
uttar pradesh,2020-03-31,1
andhra pradesh,2020-03-31,1
rajasthan,2020-03-31,0
odisha,2020-03-31,1
gujarat,2020-03-31,1
maharashtra,2020-03-31,1
odisha,2020-03-31,-1
punjab,2020-03-31,1
delhi,2020-03-31,0
delhi,2020-03-31,-1
punjab,2020-03-31,1
tripura,2020-03-31,0
maharashtra,2020-03-31,-1
chandigarh,2020-03-31,0
chandigarh,2020-03-31,1
gujarat,2020-03-31,1
andhra pradesh,2020-03-31,-1
jammu and kashmir,2020-03-31,1
uttarakhand,2020-03-31,-1
chandigarh,2020-03-31,-1
delhi,2020-03-31,-1
uttar pradesh,2020-03-31,0
uttarakhand,2020-03-31,0
karnataka,2020-03-31,0
karnataka,2020-03-31,1
west bengal,2020-03-31,0
uttar pradesh,2020-03-31,0
bihar,2020-03-31,0
himachal pradesh,2020-03-31,-1
rajasthan,2020-03-31,0
tamil nadu,2020-03-31,1
chandigarh,2020-03-31,-1
himachal pradesh,2020-03-31,1
madhya pradesh,2020-03-31,0
maharashtra,2020-03-31,1
bihar,2020-03-31,0
haryana,2020-03-31,0
maharashtra,2020-03-31,0
punjab,2020-03-31,-1
rajasthan,2020-03-31,-1
madhya pradesh,2020-03-31,1
tamil nadu,2020-03-31,-1
delhi,2020-03-31,0
maharashtra,2020-03-31,0
chandigarh,2020-03-31,1
andhra pradesh,2020-03-31,-1
karnataka,2020-03-31,0
odisha,2020-03-31,-1
bihar,2020-03-31,0
maharashtra,2020-03-31,0
punjab,2020-03-31,1
himachal pradesh,2020-03-31,0
delhi,2020-03-31,1
maharashtra,2020-03-31,1
punjab,2020-03-31,1
west bengal,2020-03-31,1
himachal pradesh,2020-03-31,-1
tamil nadu,2020-03-31,1
bihar,2020-03-31,-1
delhi,2020-03-31,0
tamil nadu,2020-03-31,0
delhi,2020-03-31,0
gujarat,2020-03-31,1
delhi,2020-03-31,0
punjab,2020-03-31,0
punjab,2020-03-31,1
chhattisgarh,2020-03-31,0
uttarakhand,2020-03-31,-1
tamil nadu,2020-03-31,1
bihar,2020-03-31,0
delhi,2020-03-31,0
himachal pradesh,2020-03-31,0
tamil nadu,2020-03-31,1
tamil nadu,2020-03-31,1
chandigarh,2020-03-31,0
maharashtra,2020-03-31,1
andhra pradesh,2020-03-31,0
punjab,2020-03-31,1
chandigarh,2020-03-31,0
chandigarh,2020-03-31,-1
gujarat,2020-03-31,0
punjab,2020-03-31,-1
maharashtra,2020-03-31,0
punjab,2020-03-31,0
himachal pradesh,2020-03-31,0
goa,2020-03-31,1
bihar,2020-03-31,0
tamil nadu,2020-03-31,0
uttar pradesh,2020-03-31,-1
maharashtra,2020-03-31,1
madhya pradesh,2020-03-31,-1
goa,2020-03-31,1
delhi,2020-03-31,-1
andhra pradesh,2020-03-31,1
chandigarh,2020-03-31,0
tamil nadu,2020-03-31,0
andhra pradesh,2020-03-31,0
chandigarh,2020-03-31,-1
bihar,2020-03-31,0
delhi,2020-03-31,0
kerala,2020-03-31,1
maharashtra,2020-03-31,0
jharkhand,2020-03-31,1
punjab,2020-03-31,1
madhya pradesh,2020-03-31,0
chandigarh,2020-03-31,1
bihar,2020-03-31,1
madhya pradesh,2020-03-31,-1
rajasthan,2020-03-31,1
chandigarh,2020-03-31,0
bihar,2020-03-31,0
gujarat,2020-03-31,-1
west bengal,2020-03-31,1
west bengal,2020-03-31,1
bihar,2020-03-31,0
bihar,2020-03-31,0
west bengal,2020-03-31,0
gujarat,2020-03-31,1
rajasthan,2020-03-31,1
maharashtra,2020-03-31,-1
chandigarh,2020-03-31,0
tamil nadu,2020-03-31,1
uttar pradesh,2020-03-31,0
himachal pradesh,2020-03-31,-1
chhattisgarh,2020-03-31,1
bihar,2020-03-31,0
maharashtra,2020-03-31,0
andhra pradesh,2020-03-31,1
rajasthan,2020-03-31,0
himachal pradesh,2020-03-31,1
madhya pradesh,2020-03-31,1
karnataka,2020-03-31,-1
madhya pradesh,2020-03-31,1
maharashtra,2020-03-31,1
rajasthan,2020-03-31,0
madhya pradesh,2020-03-31,-1
delhi,2020-03-31,0
goa,2020-03-31,-1
karnataka,2020-03-31,-1
kerala,2020-03-31,-1
maharashtra,2020-03-31,0
west bengal,2020-03-31,1
maharashtra,2020-03-31,1
delhi,2020-03-31,1
bihar,2020-03-31,0
bihar,2020-03-31,0
rajasthan,2020-03-31,1
chhattisgarh,2020-03-31,0
kerala,2020-03-31,1
delhi,2020-03-31,-1
delhi,2020-03-31,1
himachal pradesh,2020-03-31,0
delhi,2020-03-31,0
delhi,2020-03-31,-1
uttar pradesh,2020-03-31,0
rajasthan,2020-03-31,0
rajasthan,2020-03-31,1
bihar,2020-03-31,0
delhi,2020-03-31,1
jharkhand,2020-03-31,-1
jharkhand,2020-03-31,0
delhi,2020-03-31,1
maharashtra,2020-03-31,-1
gujarat,2020-03-31,1
karnataka,2020-03-31,0
karnataka,2020-03-31,1
delhi,2020-03-31,0
west bengal,2020-03-31,0
delhi,2020-03-31,0
uttar pradesh,2020-03-31,1
jharkhand,2020-03-31,0
jharkhand,2020-03-31,1
assam,2020-03-31,-1
maharashtra,2020-03-31,1
west bengal,2020-03-31,0
chandigarh,2020-03-31,1
madhya pradesh,2020-03-31,0
tamil nadu,2020-03-31,0
rajasthan,2020-03-31,1
kerala,2020-03-31,0
kerala,2020-03-31,1
delhi,2020-03-31,0
maharashtra,2020-03-31,1
goa,2020-03-31,0
assam,2020-03-31,1
delhi,2020-03-31,-1
uttar pradesh,2020-03-31,0
gujarat,2020-03-31,-1
madhya pradesh,2020-03-31,1
gujarat,2020-03-31,-1
gujarat,2020-03-31,0
rajasthan,2020-03-31,-1
maharashtra,2020-03-31,1
gujarat,2020-03-31,0
delhi,2020-03-31,1
andhra pradesh,2020-03-31,0
gujarat,2020-03-31,1
rajasthan,2020-03-31,0
uttar pradesh,2020-03-31,1
delhi,2020-03-31,0
rajasthan,2020-03-31,1
madhya pradesh,2020-03-31,0
madhya pradesh,2020-03-31,-1
maharashtra,2020-03-31,1
gujarat,2020-03-31,-1
maharashtra,2020-03-31,1
kerala,2020-03-31,1
madhya pradesh,2020-03-31,1
uttar pradesh,2020-03-31,0
delhi,2020-03-31,-1
chandigarh,2020-03-31,0
karnataka,2020-03-31,0
delhi,2020-03-31,0
punjab,2020-03-31,0
delhi,2020-03-31,0
andhra pradesh,2020-03-31,-1
maharashtra,2020-03-31,1
gujarat,2020-03-31,-1
tamil nadu,2020-03-31,1
gujarat,2020-03-31,-1
maharashtra,2020-03-31,0
jharkhand,2020-03-31,0
karnataka,2020-03-31,1
gujarat,2020-03-31,0
andhra pradesh,2020-03-31,0
bihar,2020-03-31,-1
gujarat,2020-03-31,1
west bengal,2020-03-31,1
odisha,2020-03-31,0
odisha,2020-03-31,-1
himachal pradesh,2020-03-31,0
andhra pradesh,2020-03-31,0
tamil nadu,2020-03-31,1
rajasthan,2020-03-31,-1
delhi,2020-03-31,-1
rajasthan,2020-03-31,0
uttar pradesh,2020-03-31,-1
uttar pradesh,2020-03-31,0
maharashtra,2020-03-31,0
maharashtra,2020-03-31,0
andhra pradesh,2020-03-31,1
gujarat,2020-03-31,1
chandigarh,2020-03-31,0
gujarat,2020-03-31,1
rajasthan,2020-03-31,1
goa,2020-03-31,-1
uttar pradesh,2020-03-31,1
rajasthan,2020-03-31,1
west bengal,2020-03-31,1
chhattisgarh,2020-03-31,1
chhattisgarh,2020-03-31,1
assam,2020-03-31,0
punjab,2020-03-31,1
gujarat,2020-03-31,-1
jharkhand,2020-03-31,-1
delhi,2020-03-31,-1
uttar pradesh,2020-03-31,0
west bengal,2020-03-31,-1
chhattisgarh,2020-03-31,0
bihar,2020-03-31,0
bihar,2020-03-31,-1
odisha,2020-03-31,0
jharkhand,2020-03-31,0
uttar pradesh,2020-03-31,0
bihar,2020-03-31,0
maharashtra,2020-03-31,-1
haryana,2020-03-31,-1
maharashtra,2020-03-31,0
maharashtra,2020-03-31,0
west bengal,2020-03-31,0
gujarat,2020-03-31,0
chhattisgarh,2020-03-31,-1
andhra pradesh,2020-03-31,0
chandigarh,2020-03-31,-1
andhra pradesh,2020-03-31,-1
andhra pradesh,2020-03-31,1
kerala,2020-03-31,-1
rajasthan,2020-03-31,0
uttar pradesh,2020-03-31,-1
uttar pradesh,2020-03-31,-1
rajasthan,2020-03-31,0
chhattisgarh,2020-03-31,1
goa,2020-03-31,0
chhattisgarh,2020-03-31,-1
chandigarh,2020-03-31,0
maharashtra,2020-03-31,-1
west bengal,2020-03-31,-1
west bengal,2020-03-31,0
uttar pradesh,2020-03-31,0
himachal pradesh,2020-03-31,0
gujarat,2020-03-31,-1
maharashtra,2020-03-31,1
rajasthan,2020-03-31,0
maharashtra,2020-03-31,-1
delhi,2020-03-31,-1
gujarat,2020-03-31,1
maharashtra,2020-03-31,0
delhi,2020-03-31,-1
madhya pradesh,2020-03-31,1
delhi,2020-03-31,-1
delhi,2020-03-31,1
rajasthan,2020-03-31,1
rajasthan,2020-03-31,0
madhya pradesh,2020-03-31,1
maharashtra,2020-03-31,0
jharkhand,2020-03-31,0
west bengal,2020-03-31,1
goa,2020-03-31,0
maharashtra,2020-03-31,-1
madhya pradesh,2020-03-31,0
rajasthan,2020-03-31,1
west bengal,2020-03-31,1
maharashtra,2020-03-31,-1
maharashtra,2020-03-31,1
chandigarh,2020-03-31,1
goa,2020-03-31,1
madhya pradesh,2020-03-31,0
punjab,2020-03-31,-1
himachal pradesh,2020-03-31,0
tamil nadu,2020-03-31,0
delhi,2020-03-31,0
andhra pradesh,2020-03-31,1
karnataka,2020-03-31,1
chandigarh,2020-03-31,0
uttar pradesh,2020-03-31,1
uttar pradesh,2020-03-31,-1
haryana,2020-03-31,1
uttar pradesh,2020-03-31,0
kerala,2020-03-31,-1
maharashtra,2020-03-31,0
karnataka,2020-03-31,0
assam,2020-03-31,1
maharashtra,2020-03-31,0
karnataka,2020-03-31,1
maharashtra,2020-03-31,1
