Location,Date,Sentiments
delhi,2020-04-13,0
maharashtra,2020-04-13,1
delhi,2020-04-13,-1
andhra pradesh,2020-04-13,1
haryana,2020-04-13,1
goa,2020-04-13,1
delhi,2020-04-13,1
bihar,2020-04-13,1
west bengal,2020-04-13,0
gujarat,2020-04-13,-1
haryana,2020-04-13,0
west bengal,2020-04-13,1
maharashtra,2020-04-13,1
west bengal,2020-04-13,1
west bengal,2020-04-13,0
gujarat,2020-04-13,0
madhya pradesh,2020-04-13,1
tamil nadu,2020-04-13,-1
bihar,2020-04-13,1
west bengal,2020-04-13,-1
chandigarh,2020-04-13,1
madhya pradesh,2020-04-13,1
chandigarh,2020-04-13,1
gujarat,2020-04-13,1
chandigarh,2020-04-13,0
andhra pradesh,2020-04-13,0
karnataka,2020-04-13,-1
tamil nadu,2020-04-13,0
west bengal,2020-04-13,1
maharashtra,2020-04-13,0
west bengal,2020-04-13,0
haryana,2020-04-13,0
punjab,2020-04-13,0
maharashtra,2020-04-13,0
karnataka,2020-04-13,1
delhi,2020-04-13,1
himachal pradesh,2020-04-13,1
uttar pradesh,2020-04-13,1
west bengal,2020-04-13,-1
delhi,2020-04-13,0
haryana,2020-04-13,0
delhi,2020-04-13,1
maharashtra,2020-04-13,1
delhi,2020-04-13,0
gujarat,2020-04-13,-1
kerala,2020-04-13,1
goa,2020-04-13,1
punjab,2020-04-13,1
bihar,2020-04-13,1
tamil nadu,2020-04-13,0
chandigarh,2020-04-13,1
west bengal,2020-04-13,0
kerala,2020-04-13,1
maharashtra,2020-04-13,0
gujarat,2020-04-13,0
karnataka,2020-04-13,1
chandigarh,2020-04-13,1
uttar pradesh,2020-04-13,0
chandigarh,2020-04-13,0
madhya pradesh,2020-04-13,0
bihar,2020-04-13,0
karnataka,2020-04-13,-1
gujarat,2020-04-13,0
chandigarh,2020-04-13,1
bihar,2020-04-13,1
west bengal,2020-04-13,1
uttar pradesh,2020-04-13,-1
delhi,2020-04-13,1
madhya pradesh,2020-04-13,-1
kerala,2020-04-13,-1
uttar pradesh,2020-04-13,0
maharashtra,2020-04-13,0
assam,2020-04-13,-1
assam,2020-04-13,0
kerala,2020-04-13,1
odisha,2020-04-13,0
tamil nadu,2020-04-13,1
kerala,2020-04-13,1
maharashtra,2020-04-13,1
delhi,2020-04-13,0
madhya pradesh,2020-04-13,-1
madhya pradesh,2020-04-13,1
karnataka,2020-04-13,-1
maharashtra,2020-04-13,-1
maharashtra,2020-04-13,0
delhi,2020-04-13,1
west bengal,2020-04-13,0
gujarat,2020-04-13,1
tamil nadu,2020-04-13,1
punjab,2020-04-13,0
tamil nadu,2020-04-13,0
bihar,2020-04-13,0
kerala,2020-04-13,0
kerala,2020-04-13,0
maharashtra,2020-04-13,1
maharashtra,2020-04-13,1
uttar pradesh,2020-04-13,1
uttar pradesh,2020-04-13,0
andhra pradesh,2020-04-13,0
west bengal,2020-04-13,0
uttar pradesh,2020-04-13,-1
punjab,2020-04-13,1
tamil nadu,2020-04-13,1
uttar pradesh,2020-04-13,0
rajasthan,2020-04-13,1
delhi,2020-04-13,1
tamil nadu,2020-04-13,-1
gujarat,2020-04-13,1
maharashtra,2020-04-13,0
kerala,2020-04-13,-1
uttar pradesh,2020-04-13,1
bihar,2020-04-13,0
haryana,2020-04-13,1
karnataka,2020-04-13,-1
delhi,2020-04-13,0
delhi,2020-04-13,0
karnataka,2020-04-13,-1
chhattisgarh,2020-04-14,0
rajasthan,2020-04-14,1
punjab,2020-04-14,0
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,1
karnataka,2020-04-14,1
west bengal,2020-04-14,1
rajasthan,2020-04-14,0
maharashtra,2020-04-14,1
west bengal,2020-04-14,-1
uttar pradesh,2020-04-14,1
chhattisgarh,2020-04-14,1
maharashtra,2020-04-14,1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,-1
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,-1
odisha,2020-04-14,0
gujarat,2020-04-14,0
delhi,2020-04-14,-1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,0
maharashtra,2020-04-14,-1
chhattisgarh,2020-04-14,0
maharashtra,2020-04-14,0
gujarat,2020-04-14,0
chandigarh,2020-04-14,1
dadra and nagar haveli,2020-04-14,-1
maharashtra,2020-04-14,1
odisha,2020-04-14,1
rajasthan,2020-04-14,0
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,-1
tamil nadu,2020-04-14,0
kerala,2020-04-14,-1
maharashtra,2020-04-14,-1
maharashtra,2020-04-14,1
chhattisgarh,2020-04-14,1
haryana,2020-04-14,-1
goa,2020-04-14,1
uttar pradesh,2020-04-14,-1
maharashtra,2020-04-14,-1
chhattisgarh,2020-04-14,-1
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,-1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,0
maharashtra,2020-04-14,1
chhattisgarh,2020-04-14,0
maharashtra,2020-04-14,1
chhattisgarh,2020-04-14,0
maharashtra,2020-04-14,-1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
uttar pradesh,2020-04-14,-1
assam,2020-04-14,0
delhi,2020-04-14,0
gujarat,2020-04-14,0
delhi,2020-04-14,-1
chhattisgarh,2020-04-14,1
maharashtra,2020-04-14,1
uttar pradesh,2020-04-14,-1
west bengal,2020-04-14,-1
himachal pradesh,2020-04-14,0
andhra pradesh,2020-04-14,1
bihar,2020-04-14,0
maharashtra,2020-04-14,0
chhattisgarh,2020-04-14,-1
karnataka,2020-04-14,0
rajasthan,2020-04-14,0
uttar pradesh,2020-04-14,1
chhattisgarh,2020-04-14,1
punjab,2020-04-14,0
kerala,2020-04-14,1
gujarat,2020-04-14,-1
kerala,2020-04-14,1
goa,2020-04-14,-1
delhi,2020-04-14,1
madhya pradesh,2020-04-14,0
madhya pradesh,2020-04-14,0
chhattisgarh,2020-04-14,0
kerala,2020-04-14,0
gujarat,2020-04-14,1
gujarat,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,0
goa,2020-04-14,-1
chandigarh,2020-04-14,0
rajasthan,2020-04-14,1
gujarat,2020-04-14,0
karnataka,2020-04-14,-1
delhi,2020-04-14,-1
chhattisgarh,2020-04-14,0
west bengal,2020-04-14,0
uttar pradesh,2020-04-14,0
meghalaya,2020-04-14,1
uttar pradesh,2020-04-14,0
chandigarh,2020-04-14,-1
chhattisgarh,2020-04-14,0
goa,2020-04-14,-1
west bengal,2020-04-14,0
delhi,2020-04-14,0
himachal pradesh,2020-04-14,1
delhi,2020-04-14,0
uttar pradesh,2020-04-14,1
gujarat,2020-04-14,-1
bihar,2020-04-14,-1
chhattisgarh,2020-04-14,0
west bengal,2020-04-14,1
gujarat,2020-04-14,1
bihar,2020-04-14,-1
gujarat,2020-04-14,-1
gujarat,2020-04-14,0
gujarat,2020-04-14,0
madhya pradesh,2020-04-14,-1
gujarat,2020-04-14,-1
bihar,2020-04-14,1
uttarakhand,2020-04-14,0
madhya pradesh,2020-04-14,-1
west bengal,2020-04-14,1
bihar,2020-04-14,0
west bengal,2020-04-14,1
tamil nadu,2020-04-14,1
gujarat,2020-04-14,-1
gujarat,2020-04-14,0
karnataka,2020-04-14,1
uttar pradesh,2020-04-14,-1
gujarat,2020-04-14,-1
uttar pradesh,2020-04-14,0
rajasthan,2020-04-14,0
delhi,2020-04-14,1
gujarat,2020-04-14,1
gujarat,2020-04-14,-1
gujarat,2020-04-14,-1
west bengal,2020-04-14,0
goa,2020-04-14,1
karnataka,2020-04-14,1
odisha,2020-04-14,0
delhi,2020-04-14,1
chhattisgarh,2020-04-14,0
rajasthan,2020-04-14,0
madhya pradesh,2020-04-14,1
uttar pradesh,2020-04-14,0
delhi,2020-04-14,-1
tamil nadu,2020-04-14,0
goa,2020-04-14,-1
delhi,2020-04-14,-1
goa,2020-04-14,1
goa,2020-04-14,0
tripura,2020-04-14,0
delhi,2020-04-14,0
jharkhand,2020-04-14,0
maharashtra,2020-04-14,1
maharashtra,2020-04-14,0
goa,2020-04-14,1
goa,2020-04-14,0
rajasthan,2020-04-14,0
assam,2020-04-14,0
rajasthan,2020-04-14,0
delhi,2020-04-14,0
karnataka,2020-04-14,-1
maharashtra,2020-04-14,0
tamil nadu,2020-04-14,-1
bihar,2020-04-14,1
maharashtra,2020-04-14,0
delhi,2020-04-14,1
bihar,2020-04-14,0
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,1
delhi,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,1
andhra pradesh,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,0
gujarat,2020-04-14,1
assam,2020-04-14,1
west bengal,2020-04-14,1
assam,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,1
goa,2020-04-14,1
west bengal,2020-04-14,-1
kerala,2020-04-14,1
odisha,2020-04-14,1
tamil nadu,2020-04-14,-1
uttar pradesh,2020-04-14,0
bihar,2020-04-14,-1
maharashtra,2020-04-14,1
himachal pradesh,2020-04-14,1
gujarat,2020-04-14,1
bihar,2020-04-14,-1
kerala,2020-04-14,-1
gujarat,2020-04-14,1
karnataka,2020-04-14,-1
west bengal,2020-04-14,1
uttar pradesh,2020-04-14,0
jharkhand,2020-04-14,-1
punjab,2020-04-14,1
west bengal,2020-04-14,-1
chandigarh,2020-04-14,1
west bengal,2020-04-14,1
chhattisgarh,2020-04-14,0
madhya pradesh,2020-04-14,0
maharashtra,2020-04-14,0
maharashtra,2020-04-14,0
west bengal,2020-04-14,1
madhya pradesh,2020-04-14,0
madhya pradesh,2020-04-14,0
gujarat,2020-04-14,-1
west bengal,2020-04-14,0
gujarat,2020-04-14,0
maharashtra,2020-04-14,0
delhi,2020-04-14,0
chandigarh,2020-04-14,-1
andhra pradesh,2020-04-14,1
chhattisgarh,2020-04-14,0
west bengal,2020-04-14,0
kerala,2020-04-14,1
west bengal,2020-04-14,0
jharkhand,2020-04-14,-1
tamil nadu,2020-04-14,1
kerala,2020-04-14,0
chhattisgarh,2020-04-14,-1
bihar,2020-04-14,1
uttar pradesh,2020-04-14,1
maharashtra,2020-04-14,0
odisha,2020-04-14,-1
delhi,2020-04-14,0
tamil nadu,2020-04-14,1
uttar pradesh,2020-04-14,1
bihar,2020-04-14,0
chandigarh,2020-04-14,-1
chandigarh,2020-04-14,1
chhattisgarh,2020-04-14,0
karnataka,2020-04-14,1
kerala,2020-04-14,-1
tamil nadu,2020-04-14,1
assam,2020-04-14,1
gujarat,2020-04-14,0
andhra pradesh,2020-04-14,-1
karnataka,2020-04-14,0
chhattisgarh,2020-04-14,1
odisha,2020-04-14,0
odisha,2020-04-14,1
maharashtra,2020-04-14,0
delhi,2020-04-14,-1
odisha,2020-04-14,0
karnataka,2020-04-14,1
chandigarh,2020-04-14,0
manipur,2020-04-14,1
haryana,2020-04-14,-1
rajasthan,2020-04-14,0
chhattisgarh,2020-04-14,1
madhya pradesh,2020-04-14,0
gujarat,2020-04-14,0
rajasthan,2020-04-14,1
gujarat,2020-04-14,-1
uttar pradesh,2020-04-14,-1
maharashtra,2020-04-14,0
gujarat,2020-04-14,1
gujarat,2020-04-14,-1
bihar,2020-04-14,0
delhi,2020-04-14,0
karnataka,2020-04-14,0
maharashtra,2020-04-14,1
assam,2020-04-14,1
odisha,2020-04-14,0
gujarat,2020-04-14,-1
delhi,2020-04-14,1
gujarat,2020-04-14,0
maharashtra,2020-04-14,0
odisha,2020-04-14,1
tamil nadu,2020-04-14,0
maharashtra,2020-04-14,0
gujarat,2020-04-14,0
delhi,2020-04-14,1
jharkhand,2020-04-14,0
maharashtra,2020-04-14,0
bihar,2020-04-14,0
delhi,2020-04-14,0
bihar,2020-04-14,1
himachal pradesh,2020-04-14,0
himachal pradesh,2020-04-14,0
delhi,2020-04-14,0
andhra pradesh,2020-04-14,1
maharashtra,2020-04-14,1
kerala,2020-04-14,-1
chandigarh,2020-04-14,0
arunachal pradesh,2020-04-14,0
chhattisgarh,2020-04-14,-1
chandigarh,2020-04-14,0
delhi,2020-04-14,0
gujarat,2020-04-14,0
haryana,2020-04-14,0
madhya pradesh,2020-04-14,1
maharashtra,2020-04-14,1
delhi,2020-04-14,0
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
delhi,2020-04-14,0
uttar pradesh,2020-04-14,-1
punjab,2020-04-14,1
punjab,2020-04-14,0
punjab,2020-04-14,1
punjab,2020-04-14,1
uttar pradesh,2020-04-14,1
uttar pradesh,2020-04-14,1
gujarat,2020-04-14,1
chandigarh,2020-04-14,0
uttar pradesh,2020-04-14,1
west bengal,2020-04-14,1
chandigarh,2020-04-14,-1
delhi,2020-04-14,0
haryana,2020-04-14,-1
haryana,2020-04-14,1
bihar,2020-04-14,-1
uttar pradesh,2020-04-14,1
uttar pradesh,2020-04-14,0
west bengal,2020-04-14,1
chandigarh,2020-04-14,-1
uttar pradesh,2020-04-14,1
jharkhand,2020-04-14,1
karnataka,2020-04-14,0
uttar pradesh,2020-04-14,-1
tamil nadu,2020-04-14,-1
west bengal,2020-04-14,0
bihar,2020-04-14,1
uttar pradesh,2020-04-14,1
maharashtra,2020-04-14,1
uttar pradesh,2020-04-14,1
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,1
kerala,2020-04-14,0
bihar,2020-04-14,0
chhattisgarh,2020-04-14,1
rajasthan,2020-04-14,0
rajasthan,2020-04-14,-1
delhi,2020-04-14,0
uttar pradesh,2020-04-14,-1
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,-1
rajasthan,2020-04-14,0
uttar pradesh,2020-04-14,0
himachal pradesh,2020-04-14,1
gujarat,2020-04-14,1
karnataka,2020-04-14,-1
goa,2020-04-14,1
andhra pradesh,2020-04-14,0
west bengal,2020-04-14,1
haryana,2020-04-14,0
madhya pradesh,2020-04-14,-1
delhi,2020-04-14,0
delhi,2020-04-14,0
chandigarh,2020-04-14,1
chhattisgarh,2020-04-14,-1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
kerala,2020-04-14,-1
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,-1
rajasthan,2020-04-14,-1
delhi,2020-04-14,-1
delhi,2020-04-14,-1
goa,2020-04-14,1
rajasthan,2020-04-14,1
gujarat,2020-04-14,-1
delhi,2020-04-14,0
tamil nadu,2020-04-14,1
uttar pradesh,2020-04-14,0
gujarat,2020-04-14,0
punjab,2020-04-14,0
west bengal,2020-04-14,-1
kerala,2020-04-14,0
madhya pradesh,2020-04-14,1
gujarat,2020-04-14,0
tamil nadu,2020-04-14,1
gujarat,2020-04-14,-1
chhattisgarh,2020-04-14,1
delhi,2020-04-14,1
gujarat,2020-04-14,1
delhi,2020-04-14,0
rajasthan,2020-04-14,-1
west bengal,2020-04-14,0
maharashtra,2020-04-14,1
rajasthan,2020-04-14,0
madhya pradesh,2020-04-14,1
chandigarh,2020-04-14,1
delhi,2020-04-14,0
assam,2020-04-14,0
maharashtra,2020-04-14,0
rajasthan,2020-04-14,-1
rajasthan,2020-04-14,1
rajasthan,2020-04-14,0
chhattisgarh,2020-04-14,0
gujarat,2020-04-14,-1
himachal pradesh,2020-04-14,1
uttar pradesh,2020-04-14,-1
chandigarh,2020-04-14,-1
gujarat,2020-04-14,0
bihar,2020-04-14,1
delhi,2020-04-14,-1
west bengal,2020-04-14,1
delhi,2020-04-14,1
arunachal pradesh,2020-04-14,0
maharashtra,2020-04-14,0
delhi,2020-04-14,0
gujarat,2020-04-14,0
rajasthan,2020-04-14,0
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,0
delhi,2020-04-14,1
maharashtra,2020-04-14,1
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,0
rajasthan,2020-04-14,1
haryana,2020-04-14,1
bihar,2020-04-14,1
maharashtra,2020-04-14,-1
gujarat,2020-04-14,1
gujarat,2020-04-14,0
madhya pradesh,2020-04-14,1
gujarat,2020-04-14,0
gujarat,2020-04-14,0
rajasthan,2020-04-14,-1
chhattisgarh,2020-04-14,0
madhya pradesh,2020-04-14,0
maharashtra,2020-04-14,0
delhi,2020-04-14,0
tamil nadu,2020-04-14,0
rajasthan,2020-04-14,-1
gujarat,2020-04-14,0
tamil nadu,2020-04-14,1
karnataka,2020-04-14,-1
goa,2020-04-14,1
karnataka,2020-04-14,1
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,1
maharashtra,2020-04-14,0
haryana,2020-04-14,-1
haryana,2020-04-14,0
delhi,2020-04-14,0
rajasthan,2020-04-14,0
gujarat,2020-04-14,1
gujarat,2020-04-14,1
gujarat,2020-04-14,-1
rajasthan,2020-04-14,-1
maharashtra,2020-04-14,0
bihar,2020-04-14,1
gujarat,2020-04-14,-1
rajasthan,2020-04-14,-1
chandigarh,2020-04-14,-1
delhi,2020-04-14,1
haryana,2020-04-14,0
delhi,2020-04-14,0
haryana,2020-04-14,1
kerala,2020-04-14,0
maharashtra,2020-04-14,0
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,-1
gujarat,2020-04-14,1
maharashtra,2020-04-14,0
chandigarh,2020-04-14,0
tamil nadu,2020-04-14,0
west bengal,2020-04-14,0
rajasthan,2020-04-14,1
west bengal,2020-04-14,-1
chhattisgarh,2020-04-14,-1
maharashtra,2020-04-14,0
kerala,2020-04-14,1
haryana,2020-04-14,0
delhi,2020-04-14,0
chhattisgarh,2020-04-14,-1
andhra pradesh,2020-04-14,0
west bengal,2020-04-14,0
rajasthan,2020-04-14,1
goa,2020-04-14,0
chhattisgarh,2020-04-14,1
chandigarh,2020-04-14,1
delhi,2020-04-14,0
rajasthan,2020-04-14,1
tripura,2020-04-14,-1
rajasthan,2020-04-14,-1
chhattisgarh,2020-04-14,0
rajasthan,2020-04-14,1
rajasthan,2020-04-14,-1
west bengal,2020-04-14,1
rajasthan,2020-04-14,0
kerala,2020-04-14,1
punjab,2020-04-14,0
uttar pradesh,2020-04-14,-1
chandigarh,2020-04-14,0
maharashtra,2020-04-14,0
chhattisgarh,2020-04-14,0
rajasthan,2020-04-14,1
arunachal pradesh,2020-04-14,0
west bengal,2020-04-14,-1
tamil nadu,2020-04-14,1
chandigarh,2020-04-14,-1
rajasthan,2020-04-14,1
rajasthan,2020-04-14,0
kerala,2020-04-14,-1
delhi,2020-04-14,-1
chandigarh,2020-04-14,1
bihar,2020-04-14,1
goa,2020-04-14,0
jharkhand,2020-04-14,1
madhya pradesh,2020-04-14,1
jharkhand,2020-04-14,0
delhi,2020-04-14,0
tamil nadu,2020-04-14,0
gujarat,2020-04-14,-1
chandigarh,2020-04-14,0
rajasthan,2020-04-14,0
rajasthan,2020-04-14,0
west bengal,2020-04-14,1
west bengal,2020-04-14,0
jharkhand,2020-04-14,1
uttar pradesh,2020-04-14,1
rajasthan,2020-04-14,-1
goa,2020-04-14,0
goa,2020-04-14,0
rajasthan,2020-04-14,0
uttar pradesh,2020-04-14,0
rajasthan,2020-04-14,0
bihar,2020-04-14,0
delhi,2020-04-14,0
goa,2020-04-14,1
bihar,2020-04-14,0
manipur,2020-04-14,0
goa,2020-04-14,-1
gujarat,2020-04-14,1
goa,2020-04-14,1
gujarat,2020-04-14,1
chandigarh,2020-04-14,1
gujarat,2020-04-14,-1
kerala,2020-04-14,1
bihar,2020-04-14,1
gujarat,2020-04-14,-1
delhi,2020-04-14,0
west bengal,2020-04-14,-1
madhya pradesh,2020-04-14,1
delhi,2020-04-14,-1
karnataka,2020-04-14,0
delhi,2020-04-14,0
chhattisgarh,2020-04-14,1
kerala,2020-04-14,1
delhi,2020-04-14,0
chhattisgarh,2020-04-14,1
kerala,2020-04-14,0
delhi,2020-04-14,0
haryana,2020-04-14,0
uttar pradesh,2020-04-14,0
rajasthan,2020-04-14,0
kerala,2020-04-14,1
rajasthan,2020-04-14,-1
chhattisgarh,2020-04-14,0
daman and diu,2020-04-14,1
assam,2020-04-14,0
gujarat,2020-04-14,0
tamil nadu,2020-04-14,0
madhya pradesh,2020-04-14,-1
uttar pradesh,2020-04-14,-1
tamil nadu,2020-04-14,-1
delhi,2020-04-14,1
madhya pradesh,2020-04-14,1
west bengal,2020-04-14,0
gujarat,2020-04-14,1
west bengal,2020-04-14,1
bihar,2020-04-14,0
bihar,2020-04-14,0
tamil nadu,2020-04-14,0
haryana,2020-04-14,-1
madhya pradesh,2020-04-14,-1
maharashtra,2020-04-14,1
delhi,2020-04-14,-1
west bengal,2020-04-14,0
jharkhand,2020-04-14,1
delhi,2020-04-14,1
himachal pradesh,2020-04-14,0
uttar pradesh,2020-04-14,-1
uttar pradesh,2020-04-14,0
bihar,2020-04-14,0
madhya pradesh,2020-04-14,1
andhra pradesh,2020-04-14,1
uttar pradesh,2020-04-14,-1
madhya pradesh,2020-04-14,0
jharkhand,2020-04-14,1
gujarat,2020-04-14,1
odisha,2020-04-14,1
bihar,2020-04-14,1
chhattisgarh,2020-04-14,0
tamil nadu,2020-04-14,-1
goa,2020-04-14,1
maharashtra,2020-04-14,-1
gujarat,2020-04-14,1
delhi,2020-04-14,-1
chhattisgarh,2020-04-14,0
jharkhand,2020-04-14,1
delhi,2020-04-14,-1
chhattisgarh,2020-04-14,1
chandigarh,2020-04-14,0
kerala,2020-04-14,1
delhi,2020-04-14,0
madhya pradesh,2020-04-14,0
delhi,2020-04-14,1
delhi,2020-04-14,-1
west bengal,2020-04-14,0
jharkhand,2020-04-14,1
jharkhand,2020-04-14,1
jharkhand,2020-04-14,1
karnataka,2020-04-14,1
gujarat,2020-04-14,1
gujarat,2020-04-14,0
gujarat,2020-04-14,1
west bengal,2020-04-14,-1
andhra pradesh,2020-04-14,1
tamil nadu,2020-04-14,0
kerala,2020-04-14,1
kerala,2020-04-14,1
kerala,2020-04-14,1
west bengal,2020-04-14,0
jharkhand,2020-04-14,1
chandigarh,2020-04-14,0
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,-1
uttar pradesh,2020-04-14,0
uttar pradesh,2020-04-14,0
west bengal,2020-04-14,1
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,0
goa,2020-04-14,0
west bengal,2020-04-14,1
bihar,2020-04-14,1
chandigarh,2020-04-14,1
bihar,2020-04-14,0
chandigarh,2020-04-14,1
tamil nadu,2020-04-14,1
haryana,2020-04-14,1
rajasthan,2020-04-14,0
tamil nadu,2020-04-14,1
madhya pradesh,2020-04-14,0
tamil nadu,2020-04-14,0
chhattisgarh,2020-04-14,0
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,1
rajasthan,2020-04-14,-1
tripura,2020-04-14,0
uttar pradesh,2020-04-14,1
delhi,2020-04-14,1
uttar pradesh,2020-04-14,1
tamil nadu,2020-04-14,0
jharkhand,2020-04-14,0
assam,2020-04-14,0
rajasthan,2020-04-14,0
rajasthan,2020-04-14,0
maharashtra,2020-04-14,0
haryana,2020-04-14,0
rajasthan,2020-04-14,0
chandigarh,2020-04-14,0
assam,2020-04-14,0
west bengal,2020-04-14,0
tamil nadu,2020-04-14,0
chandigarh,2020-04-14,0
himachal pradesh,2020-04-14,0
rajasthan,2020-04-14,1
maharashtra,2020-04-14,0
chandigarh,2020-04-14,1
gujarat,2020-04-14,0
haryana,2020-04-14,-1
haryana,2020-04-14,-1
jharkhand,2020-04-14,0
tamil nadu,2020-04-14,1
haryana,2020-04-14,0
goa,2020-04-14,0
uttar pradesh,2020-04-14,0
delhi,2020-04-14,0
kerala,2020-04-14,1
jammu and kashmir,2020-04-14,-1
punjab,2020-04-14,-1
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,1
rajasthan,2020-04-14,0
jharkhand,2020-04-14,1
rajasthan,2020-04-14,-1
rajasthan,2020-04-14,0
delhi,2020-04-14,1
bihar,2020-04-14,0
rajasthan,2020-04-14,1
chhattisgarh,2020-04-14,1
karnataka,2020-04-14,1
gujarat,2020-04-14,-1
rajasthan,2020-04-14,1
jharkhand,2020-04-14,1
uttar pradesh,2020-04-14,0
bihar,2020-04-14,0
rajasthan,2020-04-14,1
delhi,2020-04-14,0
bihar,2020-04-14,-1
odisha,2020-04-14,-1
rajasthan,2020-04-14,-1
gujarat,2020-04-14,0
west bengal,2020-04-14,0
west bengal,2020-04-14,0
delhi,2020-04-14,0
madhya pradesh,2020-04-14,-1
bihar,2020-04-14,1
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,1
chandigarh,2020-04-14,-1
west bengal,2020-04-14,-1
bihar,2020-04-14,-1
karnataka,2020-04-14,0
andhra pradesh,2020-04-14,0
gujarat,2020-04-14,-1
rajasthan,2020-04-14,0
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,0
madhya pradesh,2020-04-14,0
tamil nadu,2020-04-14,-1
tamil nadu,2020-04-14,1
daman and diu,2020-04-14,1
daman and diu,2020-04-14,1
maharashtra,2020-04-14,-1
rajasthan,2020-04-14,1
uttar pradesh,2020-04-14,0
west bengal,2020-04-14,1
uttar pradesh,2020-04-14,-1
tamil nadu,2020-04-14,1
uttar pradesh,2020-04-14,0
uttar pradesh,2020-04-14,0
uttar pradesh,2020-04-14,1
rajasthan,2020-04-14,1
delhi,2020-04-14,1
kerala,2020-04-14,1
bihar,2020-04-14,0
maharashtra,2020-04-14,1
delhi,2020-04-14,0
madhya pradesh,2020-04-14,1
andhra pradesh,2020-04-14,1
uttar pradesh,2020-04-14,0
chhattisgarh,2020-04-14,1
tamil nadu,2020-04-14,-1
haryana,2020-04-14,0
chandigarh,2020-04-14,1
tamil nadu,2020-04-14,-1
gujarat,2020-04-14,0
chandigarh,2020-04-14,-1
kerala,2020-04-14,1
assam,2020-04-14,0
rajasthan,2020-04-14,-1
west bengal,2020-04-14,-1
chhattisgarh,2020-04-14,1
manipur,2020-04-14,0
rajasthan,2020-04-14,0
kerala,2020-04-14,0
maharashtra,2020-04-14,1
maharashtra,2020-04-14,-1
maharashtra,2020-04-14,1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
uttar pradesh,2020-04-14,0
tamil nadu,2020-04-14,1
west bengal,2020-04-14,1
maharashtra,2020-04-14,1
maharashtra,2020-04-14,-1
assam,2020-04-14,0
haryana,2020-04-14,1
west bengal,2020-04-14,0
gujarat,2020-04-14,1
jharkhand,2020-04-14,0
west bengal,2020-04-14,1
haryana,2020-04-14,1
uttar pradesh,2020-04-14,1
west bengal,2020-04-14,0
uttar pradesh,2020-04-14,1
gujarat,2020-04-14,0
west bengal,2020-04-14,0
uttar pradesh,2020-04-14,-1
jharkhand,2020-04-14,0
bihar,2020-04-14,1
uttar pradesh,2020-04-14,1
uttar pradesh,2020-04-14,0
delhi,2020-04-14,0
west bengal,2020-04-14,0
bihar,2020-04-14,-1
punjab,2020-04-14,0
madhya pradesh,2020-04-14,0
madhya pradesh,2020-04-14,0
bihar,2020-04-14,1
kerala,2020-04-14,0
andhra pradesh,2020-04-14,0
bihar,2020-04-14,1
uttar pradesh,2020-04-14,-1
chhattisgarh,2020-04-14,1
delhi,2020-04-14,1
uttar pradesh,2020-04-14,-1
jharkhand,2020-04-14,1
gujarat,2020-04-14,0
west bengal,2020-04-14,0
gujarat,2020-04-14,1
west bengal,2020-04-14,0
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
punjab,2020-04-14,1
andhra pradesh,2020-04-14,0
chhattisgarh,2020-04-14,1
madhya pradesh,2020-04-14,1
odisha,2020-04-14,1
madhya pradesh,2020-04-14,0
rajasthan,2020-04-14,0
